ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0030332	GO:0030332	cyclin binding	2/581	11/5111	0.360793217731813	0.990479766326782	0.930442331312265	GAK/CRABP2	2	go_mf
GO:0030507	GO:0030507	spectrin binding	2/581	11/5111	0.360793217731813	0.990479766326782	0.930442331312265	GBP1/PTPRC	2	go_mf
GO:0030742	GO:0030742	GTP-dependent protein binding	2/581	11/5111	0.360793217731813	0.990479766326782	0.930442331312265	AP3B1/EEA1	2	go_mf
GO:0043015	GO:0043015	gamma-tubulin binding	2/581	11/5111	0.360793217731813	0.990479766326782	0.930442331312265	GIT1/ARHGEF7	2	go_mf
GO:0047617	GO:0047617	acyl-CoA hydrolase activity	2/581	11/5111	0.360793217731813	0.990479766326782	0.930442331312265	ABCD1/ABCD3	2	go_mf
GO:0047834	GO:0047834	D-threo-aldose 1-dehydrogenase activity	2/581	11/5111	0.360793217731813	0.990479766326782	0.930442331312265	KCNAB2/AKR1E2	2	go_mf
GO:0070003	GO:0070003	threonine-type peptidase activity	2/581	11/5111	0.360793217731813	0.990479766326782	0.930442331312265	PSMB9/PSMB8	2	go_mf
GO:1990381	GO:1990381	ubiquitin-specific protease binding	2/581	11/5111	0.360793217731813	0.990479766326782	0.930442331312265	CLTC/SART3	2	go_mf
GO:0042393	GO:0042393	histone binding	10/581	76/5111	0.36160372421454	0.990479766326782	0.930442331312265	NOC2L/STAT1/PARP9/SSRP1/TP53BP1/SMARCA5/CHD4/AASS/SART3/SMARCA2	10	go_mf
GO:0000987	GO:0000987	cis-regulatory region sequence-specific DNA binding	9/581	68/5111	0.366932410587879	0.999589270514269	0.938999667465367	NFKB2/STAT1/STAT2/STAT6/TOP1/THRAP3/CCAR1/NFKB1/RELA	9	go_mf
GO:0070063	GO:0070063	RNA polymerase binding	4/581	27/5111	0.36895212420402	0.999589270514269	0.938999667465367	PPIB/PABPN1/CCAR2/TCERG1	4	go_mf
GO:0016301	GO:0016301	kinase activity	31/581	255/5111	0.37173224739033	0.999589270514269	0.938999667465367	GAK/STK10/DCLK1/SHPK/CMPK2/AAK1/CAD/PFKP/TOP1/CKB/PIP4K2C/CSK/ADPGK/TAOK3/EIF2AK2/CASK/TRIM28/PIK3C3/MARK2/IGF2R/NAGK/RPS6KA5/CDC42BPB/DGKZ/TNIK/DMPK/PRKDC/JAK1/PFKL/CIITA/PRKCA	31	go_mf
GO:0004712	GO:0004712	protein serine/threonine/tyrosine kinase activity	17/581	136/5111	0.376271611769004	0.999589270514269	0.938999667465367	GAK/STK10/DCLK1/AAK1/CSK/TAOK3/EIF2AK2/CASK/MARK2/RPS6KA5/CDC42BPB/TNIK/DMPK/PRKDC/JAK1/CIITA/PRKCA	17	go_mf
GO:0016298	GO:0016298	lipase activity	6/581	44/5111	0.384063396594305	0.999589270514269	0.938999667465367	PLCB2/PLD3/PLCG2/ABHD12/PDIA3/PLA2G15	6	go_mf
GO:1990837	GO:1990837	sequence-specific double-stranded DNA binding	15/581	120/5111	0.388468557926117	0.999589270514269	0.938999667465367	NFKB2/STAT1/STAT2/LMNB1/STAT6/TOP1/THRAP3/CCAR1/SFPQ/CDC5L/NFKB1/SMARCA2/RELA/CIITA/XRCC5	15	go_mf
GO:0015085	GO:0015085	calcium ion transmembrane transporter activity	5/581	36/5111	0.390071901433625	0.999589270514269	0.938999667465367	TMEM165/ORAI1/ITPR1/SLC3A2/SEC61A1	5	go_mf
GO:0001098	GO:0001098	basal transcription machinery binding	4/581	28/5111	0.396004147300548	0.999589270514269	0.938999667465367	NOLC1/FBL/NOP58/CCAR2	4	go_mf
GO:0001099	GO:0001099	basal RNA polymerase II transcription machinery binding	4/581	28/5111	0.396004147300548	0.999589270514269	0.938999667465367	NOLC1/FBL/NOP58/CCAR2	4	go_mf
GO:0001618	GO:0001618	virus receptor activity	4/581	28/5111	0.396004147300548	0.999589270514269	0.938999667465367	ICAM1/MRC1/LAMP1/SCARB2	4	go_mf
GO:0008170	GO:0008170	N-methyltransferase activity	4/581	28/5111	0.396004147300548	0.999589270514269	0.938999667465367	HNMT/FBL/FBLL1/RNMT	4	go_mf
GO:0070325	GO:0070325	lipoprotein particle receptor binding	3/581	20/5111	0.401252452236731	0.999589270514269	0.938999667465367	AP2M1/HSP90B1/CLTC	3	go_mf
GO:0003841	GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	2/581	12/5111	0.403373001694679	0.999589270514269	0.938999667465367	LPCAT2/LCLAT1	2	go_mf
GO:0004029	GO:0004029	aldehyde dehydrogenase (NAD+) activity	2/581	12/5111	0.403373001694679	0.999589270514269	0.938999667465367	ALDH1A3/ALDH1B1	2	go_mf
GO:0004030	GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity	2/581	12/5111	0.403373001694679	0.999589270514269	0.938999667465367	ALDH1A3/ALDH1B1	2	go_mf
GO:0016289	GO:0016289	CoA hydrolase activity	2/581	12/5111	0.403373001694679	0.999589270514269	0.938999667465367	ABCD1/ABCD3	2	go_mf
GO:0017070	GO:0017070	U6 snRNA binding	2/581	12/5111	0.403373001694679	0.999589270514269	0.938999667465367	SART3/PRPF8	2	go_mf
GO:0030247	GO:0030247	polysaccharide binding	2/581	12/5111	0.403373001694679	0.999589270514269	0.938999667465367	HLA-DRB1/HLA-DRA	2	go_mf
GO:0042171	GO:0042171	lysophosphatidic acid acyltransferase activity	2/581	12/5111	0.403373001694679	0.999589270514269	0.938999667465367	LPCAT2/LCLAT1	2	go_mf
GO:0051019	GO:0051019	mitogen-activated protein kinase binding	2/581	12/5111	0.403373001694679	0.999589270514269	0.938999667465367	ARRB2/ACE	2	go_mf
GO:0071617	GO:0071617	lysophospholipid acyltransferase activity	2/581	12/5111	0.403373001694679	0.999589270514269	0.938999667465367	LPCAT2/LCLAT1	2	go_mf
GO:0030546	GO:0030546	signaling receptor activator activity	6/581	45/5111	0.405336592606098	0.999589270514269	0.938999667465367	IL16/TYMP/LGALS3/CTSG/MANF/COPA	6	go_mf
GO:0008237	GO:0008237	metallopeptidase activity	8/581	62/5111	0.40862773707305	0.999589270514269	0.938999667465367	ERAP2/CPA3/LAP3/CPQ/ERAP1/ACE/CNDP2/ZMPSTE24	8	go_mf
GO:0106310	GO:0106310	protein serine kinase activity	15/581	122/5111	0.414295310159844	0.999589270514269	0.938999667465367	GAK/STK10/DCLK1/AAK1/TAOK3/EIF2AK2/CASK/MARK2/RPS6KA5/CDC42BPB/TNIK/DMPK/PRKDC/CIITA/PRKCA	15	go_mf
GO:0008233	GO:0008233	peptidase activity	26/581	217/5111	0.418108115861057	0.999589270514269	0.938999667465367	PSMB9/PSMB8/PROZ/ERAP2/FGL2/CPA3/LAP3/CMA1/CTSG/CTSC/CPVL/CAPN5/LGMN/CASP7/CPQ/HM13/CTSB/ERAP1/SPCS1/ACE/SPCS2/CNDP2/CASP3/PDIA3/NCSTN/ZMPSTE24	26	go_mf
GO:0008289	GO:0008289	lipid binding	36/581	304/5111	0.42229806913359	0.999589270514269	0.938999667465367	PLCB2/GSDMD/CRABP2/FNBP1/S100A13/APOL2/CD14/GSDME/IQGAP2/IQGAP1/EPN1/SNX4/RAB35/ARAP1/PTGDS/CAPG/OSBPL8/FCHO2/MYO1B/SH3PXD2B/AP2A2/SNX1/MANF/ITPR1/AP2M1/GSN/MARK2/IGF2R/ANKFY1/ATP1A1/SNX2/EXOC1/PLA2G15/HDLBP/SCARB2/EEA1	36	go_mf
GO:0140272	GO:0140272	exogenous protein binding	4/581	29/5111	0.422863086116543	0.999589270514269	0.938999667465367	ICAM1/MRC1/LAMP1/SCARB2	4	go_mf
GO:0001664	GO:0001664	G protein-coupled receptor binding	8/581	63/5111	0.426715870818689	0.999589270514269	0.938999667465367	ARRB2/STAT1/NES/ARHGEF1/ARRB1/ACE/JAK1/GNA13	8	go_mf
GO:0008270	GO:0008270	zinc ion binding	26/581	218/5111	0.427899666722114	0.999589270514269	0.938999667465367	TRIM16/S100A13/SAMHD1/ERAP2/TCEA1/MTA2/CPA3/TES/TRIM21/CAD/PML/S100A6/ADA/DDX58/ZNFX1/ERAP1/CHD4/SHMT2/TRIM28/ACE/SRSF7/USP39/CALR/PLA2G15/EEA1/PRKCA	26	go_mf
GO:0002039	GO:0002039	p53 binding	3/581	21/5111	0.43312093660835	0.999589270514269	0.938999667465367	ANKRD1/CDKN2AIP/TP53BP1	3	go_mf
GO:0008757	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	7/581	55/5111	0.436582090977869	0.999589270514269	0.938999667465367	ICMT/HNMT/NOP2/FBL/FBLL1/RNMT/THUMPD3	7	go_mf
GO:0019888	GO:0019888	protein phosphatase regulator activity	5/581	38/5111	0.437141246671168	0.999589270514269	0.938999667465367	LGALS3/PPP4R3A/EIF2AK2/PPP4R1/DMPK	5	go_mf
GO:0043178	GO:0043178	alcohol binding	5/581	38/5111	0.437141246671168	0.999589270514269	0.938999667465367	CRABP2/OSBPL8/ITPR1/DPM1/SCARB2	5	go_mf
GO:0072341	GO:0072341	modified amino acid binding	5/581	38/5111	0.437141246671168	0.999589270514269	0.938999667465367	FOLR2/GSDMD/OSBPL8/FCHO2/SCARB2	5	go_mf
GO:0008022	GO:0008022	protein C-terminus binding	10/581	81/5111	0.441592798885923	0.999589270514269	0.938999667465367	NCF2/CORO1A/PRRC2C/EZR/CSK/TERF2/CD2AP/CIITA/XRCC5/TOP2B	10	go_mf
GO:0004435	GO:0004435	phosphatidylinositol phospholipase C activity	2/581	13/5111	0.444549123254091	0.999589270514269	0.938999667465367	PLCB2/PLCG2	2	go_mf
GO:0008080	GO:0008080	N-acetyltransferase activity	2/581	13/5111	0.444549123254091	0.999589270514269	0.938999667465367	NAT1/ELP3	2	go_mf
GO:0008143	GO:0008143	poly(A) binding	2/581	13/5111	0.444549123254091	0.999589270514269	0.938999667465367	EIF4A3/KHDRBS1	2	go_mf
GO:0015081	GO:0015081	sodium ion transmembrane transporter activity	2/581	13/5111	0.444549123254091	0.999589270514269	0.938999667465367	SLC3A2/ATP1A1	2	go_mf
GO:0043495	GO:0043495	protein-membrane adaptor activity	2/581	13/5111	0.444549123254091	0.999589270514269	0.938999667465367	EPB41L3/SYNE3	2	go_mf
GO:0004713	GO:0004713	protein tyrosine kinase activity	4/581	30/5111	0.449419757184988	0.999589270514269	0.938999667465367	CSK/EIF2AK2/IGF2R/JAK1	4	go_mf
GO:0015036	GO:0015036	disulfide oxidoreductase activity	4/581	30/5111	0.449419757184988	0.999589270514269	0.938999667465367	PDIA5/PDIA4/PDIA3/GSR	4	go_mf
GO:0016741	GO:0016741	transferase activity, transferring one-carbon groups	9/581	73/5111	0.451633642316505	0.999589270514269	0.938999667465367	CAD/ICMT/HNMT/NOP2/FBL/SHMT2/FBLL1/RNMT/THUMPD3	9	go_mf
GO:0016667	GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	5/581	39/5111	0.460387193575317	0.999589270514269	0.938999667465367	SQOR/PDIA5/PDIA4/PDIA3/GSR	5	go_mf
GO:0016790	GO:0016790	thiolester hydrolase activity	3/581	22/5111	0.464344208567606	0.999589270514269	0.938999667465367	ABHD12/ABCD1/ABCD3	3	go_mf
GO:0042562	GO:0042562	hormone binding	3/581	22/5111	0.464344208567606	0.999589270514269	0.938999667465367	ALDH1A3/ATP1A1/CALR	3	go_mf
GO:0042805	GO:0042805	actinin binding	3/581	22/5111	0.464344208567606	0.999589270514269	0.938999667465367	XIRP2/NFKB1/RELA	3	go_mf
GO:0030545	GO:0030545	signaling receptor regulator activity	6/581	48/5111	0.468585512704621	0.999589270514269	0.938999667465367	IL16/TYMP/LGALS3/CTSG/MANF/COPA	6	go_mf
GO:0015267	GO:0015267	channel activity	10/581	83/5111	0.473467610177875	0.999589270514269	0.938999667465367	KCNAB2/NOX1/ORAI1/HVCN1/CYBB/CLIC2/CLIC1/ITPR1/CLIC4/SEC61A1	10	go_mf
GO:0022803	GO:0022803	passive transmembrane transporter activity	10/581	83/5111	0.473467610177875	0.999589270514269	0.938999667465367	KCNAB2/NOX1/ORAI1/HVCN1/CYBB/CLIC2/CLIC1/ITPR1/CLIC4/SEC61A1	10	go_mf
GO:0005516	GO:0005516	calmodulin binding	11/581	92/5111	0.477887149282372	0.999589270514269	0.938999667465367	MYO1F/ORAI1/IQGAP2/CNN3/IQGAP1/MYO1B/EWSR1/ADD3/RRAD/CASK/EEA1	11	go_mf
GO:0005518	GO:0005518	collagen binding	5/581	40/5111	0.4833481969212	0.999589270514269	0.938999667465367	CD44/P3H1/PPIB/MRC2/CTSB	5	go_mf
GO:0005246	GO:0005246	calcium channel regulator activity	2/581	14/5111	0.484090342249299	0.999589270514269	0.938999667465367	RRAD/ITPR1	2	go_mf
GO:0019213	GO:0019213	deacetylase activity	2/581	14/5111	0.484090342249299	0.999589270514269	0.938999667465367	MTA2/HDAC2	2	go_mf
GO:0022884	GO:0022884	macromolecule transmembrane transporter activity	2/581	14/5111	0.484090342249299	0.999589270514269	0.938999667465367	HNRNPA3/SEC61A1	2	go_mf
GO:0048038	GO:0048038	quinone binding	2/581	14/5111	0.484090342249299	0.999589270514269	0.938999667465367	TP53I3/SQOR	2	go_mf
GO:0005543	GO:0005543	phospholipid binding	23/581	199/5111	0.500189848242745	0.999589270514269	0.938999667465367	PLCB2/GSDMD/GSDME/IQGAP2/IQGAP1/EPN1/SNX4/RAB35/ARAP1/CAPG/OSBPL8/FCHO2/MYO1B/SH3PXD2B/SNX1/ITPR1/GSN/ANKFY1/SNX2/EXOC1/PLA2G15/SCARB2/EEA1	23	go_mf
GO:0016765	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	4/581	32/5111	0.501246081911545	0.999589270514269	0.938999667465367	HPGDS/NANS/GSTK1/SRM	4	go_mf
GO:0046982	GO:0046982	protein heterodimerization activity	10/581	85/5111	0.504977369983098	0.999589270514269	0.938999667465367	QTRT1/CYBB/CYBA/NOLC1/TPM4/SNX1/ABCD1/ATP1A1/SNX2/TOP2B	10	go_mf
GO:0001046	GO:0001046	core promoter sequence-specific DNA binding	2/581	15/5111	0.521835941981945	0.999589270514269	0.938999667465367	STAT1/RELA	2	go_mf
GO:0004364	GO:0004364	glutathione transferase activity	2/581	15/5111	0.521835941981945	0.999589270514269	0.938999667465367	HPGDS/GSTK1	2	go_mf
GO:0004602	GO:0004602	glutathione peroxidase activity	2/581	15/5111	0.521835941981945	0.999589270514269	0.938999667465367	CLIC2/GSTK1	2	go_mf
GO:0005484	GO:0005484	SNAP receptor activity	2/581	15/5111	0.521835941981945	0.999589270514269	0.938999667465367	VAMP8/STX7	2	go_mf
GO:0016866	GO:0016866	intramolecular transferase activity	2/581	15/5111	0.521835941981945	0.999589270514269	0.938999667465367	DKC1/PGM2	2	go_mf
GO:0032813	GO:0032813	tumor necrosis factor receptor superfamily binding	2/581	15/5111	0.521835941981945	0.999589270514269	0.938999667465367	STAT1/CASP3	2	go_mf
GO:0042169	GO:0042169	SH2 domain binding	2/581	15/5111	0.521835941981945	0.999589270514269	0.938999667465367	SH3PXD2B/KHDRBS1	2	go_mf
GO:0004497	GO:0004497	monooxygenase activity	3/581	24/5111	0.524345151075955	0.999589270514269	0.938999667465367	FMO3/TBXAS1/HMOX2	3	go_mf
GO:0016758	GO:0016758	hexosyltransferase activity	5/581	42/5111	0.528174769353334	0.999589270514269	0.938999667465367	TYMP/COLGALT1/TMTC3/ALG5/DPM1	5	go_mf
GO:0046873	GO:0046873	metal ion transmembrane transporter activity	7/581	60/5111	0.531496625128902	0.999589270514269	0.938999667465367	KCNAB2/TMEM165/ORAI1/ITPR1/SLC3A2/SEC61A1/ATP1A1	7	go_mf
GO:0044389	GO:0044389	ubiquitin-like protein ligase binding	17/581	149/5111	0.533027869135134	0.999589270514269	0.938999667465367	ARRB2/STAT1/STAT2/ISG15/PARP9/PML/SH3KBP1/CKB/DDX58/HM13/ARRB1/TRIM28/CALR/RELA/JAK1/XRCC5/SCAMP3	17	go_mf
GO:0004519	GO:0004519	endonuclease activity	5/581	43/5111	0.549935401150741	0.999589270514269	0.938999667465367	XRCC1/FEN1/RAD50/CPSF3/SND1	5	go_mf
GO:0051117	GO:0051117	ATPase binding	5/581	43/5111	0.549935401150741	0.999589270514269	0.938999667465367	EZR/FBL/NOP58/NCSTN/TOR1AIP1	5	go_mf
GO:0003755	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	3/581	25/5111	0.552924775174141	0.999589270514269	0.938999667465367	PPIB/FKBP15/FKBP9	3	go_mf
GO:0019210	GO:0019210	kinase inhibitor activity	3/581	25/5111	0.552924775174141	0.999589270514269	0.938999667465367	WARS1/TAOK3/CASP3	3	go_mf
GO:0030234	GO:0030234	enzyme regulator activity	52/581	462/5111	0.555901552179271	0.999589270514269	0.938999667465367	GM2A/ARHGAP25/NCF2/DOCK9/RAC2/RAP1GDS1/ARHGEF40/DOCK2/ARFGEF2/LGALS3/IQGAP2/PSME2/PARP9/ARHGEF1/GIT1/RCC2/CTSC/PSME1/IQGAP1/SRGAP2/ARAP1/SERPINB9/ARHGDIB/WARS1/PPP4R3A/SH3PXD2B/ARRB1/ELMO1/CST3/TAOK3/EIF2AK2/RIN1/SERPINB8/RANBP3/MARK2/FARP1/ARHGAP1/TBC1D22A/ITSN1/PPP4R1/ELP3/CASP3/DMPK/RPS27L/DENND10/ARFGEF1/CCAR2/XRCC5/ARHGEF7/TBC1D15/DENND4C/GNA13	52	go_mf
GO:0004033	GO:0004033	aldo-keto reductase (NADP) activity	2/581	16/5111	0.557682728115122	0.999589270514269	0.938999667465367	KCNAB2/AKR1E2	2	go_mf
GO:0005523	GO:0005523	tropomyosin binding	2/581	16/5111	0.557682728115122	0.999589270514269	0.938999667465367	TMOD3/S100A6	2	go_mf
GO:0015932	GO:0015932	nucleobase-containing compound transmembrane transporter activity	2/581	16/5111	0.557682728115122	0.999589270514269	0.938999667465367	HNRNPA3/ABCD1	2	go_mf
GO:0016410	GO:0016410	N-acyltransferase activity	2/581	16/5111	0.557682728115122	0.999589270514269	0.938999667465367	NAT1/ELP3	2	go_mf
GO:0016776	GO:0016776	phosphotransferase activity, phosphate group as acceptor	2/581	16/5111	0.557682728115122	0.999589270514269	0.938999667465367	CMPK2/CASK	2	go_mf
GO:0070273	GO:0070273	phosphatidylinositol-4-phosphate binding	2/581	16/5111	0.557682728115122	0.999589270514269	0.938999667465367	GSDMD/OSBPL8	2	go_mf
GO:0004521	GO:0004521	endoribonuclease activity	3/581	26/5111	0.580459214435074	0.999589270514269	0.938999667465367	FEN1/CPSF3/SND1	3	go_mf
GO:0005262	GO:0005262	calcium channel activity	3/581	26/5111	0.580459214435074	0.999589270514269	0.938999667465367	ORAI1/ITPR1/SEC61A1	3	go_mf
GO:0019905	GO:0019905	syntaxin binding	3/581	26/5111	0.580459214435074	0.999589270514269	0.938999667465367	VAMP8/TXLNA/STX7	3	go_mf
GO:0019955	GO:0019955	cytokine binding	3/581	26/5111	0.580459214435074	0.999589270514269	0.938999667465367	GBP1/TRIM16/PLP2	3	go_mf
GO:0001217	GO:0001217	DNA-binding transcription repressor activity	2/581	17/5111	0.591574064442749	0.999589270514269	0.938999667465367	NFKB1/RELA	2	go_mf
GO:0001227	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	2/581	17/5111	0.591574064442749	0.999589270514269	0.938999667465367	NFKB1/RELA	2	go_mf
GO:0015079	GO:0015079	potassium ion transmembrane transporter activity	2/581	17/5111	0.591574064442749	0.999589270514269	0.938999667465367	KCNAB2/ATP1A1	2	go_mf
GO:0030331	GO:0030331	nuclear estrogen receptor binding	2/581	17/5111	0.591574064442749	0.999589270514269	0.938999667465367	MED1/CNOT1	2	go_mf
GO:0043028	GO:0043028	cysteine-type endopeptidase regulator activity involved in apoptotic process	2/581	17/5111	0.591574064442749	0.999589270514269	0.938999667465367	SERPINB9/RPS27L	2	go_mf
GO:0070717	GO:0070717	poly-purine tract binding	2/581	17/5111	0.591574064442749	0.999589270514269	0.938999667465367	EIF4A3/KHDRBS1	2	go_mf
GO:0005216	GO:0005216	ion channel activity	8/581	73/5111	0.599652533369896	0.999589270514269	0.938999667465367	KCNAB2/ORAI1/HVCN1/CLIC2/CLIC1/ITPR1/CLIC4/SEC61A1	8	go_mf
GO:0051087	GO:0051087	chaperone binding	7/581	64/5111	0.602628663047878	0.999589270514269	0.938999667465367	HLA-B/GAK/CTSC/HYOU1/ATP1A1/CALR/SCARB2	7	go_mf
GO:0005126	GO:0005126	cytokine receptor binding	6/581	55/5111	0.606612728073975	0.999589270514269	0.938999667465367	STAT1/NES/ERAP1/CD2AP/CASP3/JAK1	6	go_mf
GO:0004177	GO:0004177	aminopeptidase activity	3/581	27/5111	0.606897600713956	0.999589270514269	0.938999667465367	ERAP2/LAP3/ERAP1	3	go_mf
GO:0015103	GO:0015103	inorganic anion transmembrane transporter activity	3/581	27/5111	0.606897600713956	0.999589270514269	0.938999667465367	CLIC2/CLIC1/CLIC4	3	go_mf
GO:0016859	GO:0016859	cis-trans isomerase activity	3/581	27/5111	0.606897600713956	0.999589270514269	0.938999667465367	PPIB/FKBP15/FKBP9	3	go_mf
GO:0016879	GO:0016879	ligase activity, forming carbon-nitrogen bonds	3/581	27/5111	0.606897600713956	0.999589270514269	0.938999667465367	CAD/PPCS/ASS1	3	go_mf
GO:0030145	GO:0030145	manganese ion binding	3/581	27/5111	0.606897600713956	0.999589270514269	0.938999667465367	PCK2/LAP3/FEN1	3	go_mf
GO:0043531	GO:0043531	ADP binding	3/581	27/5111	0.606897600713956	0.999589270514269	0.938999667465367	TAP1/ABCD1/GLUD1	3	go_mf
GO:0016705	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	5/581	46/5111	0.612102577644875	0.999589270514269	0.938999667465367	FMO3/P3H1/PHYHD1/TBXAS1/HMOX2	5	go_mf
GO:0019003	GO:0019003	GDP binding	5/581	46/5111	0.612102577644875	0.999589270514269	0.938999667465367	GBP1/RAB27A/RAB35/RAB8B/ARF6	5	go_mf
GO:0019208	GO:0019208	phosphatase regulator activity	5/581	46/5111	0.612102577644875	0.999589270514269	0.938999667465367	LGALS3/PPP4R3A/EIF2AK2/PPP4R1/DMPK	5	go_mf
GO:0047485	GO:0047485	protein N-terminus binding	5/581	46/5111	0.612102577644875	0.999589270514269	0.938999667465367	PDCD10/NCOR2/YWHAQ/RELA/ARF6	5	go_mf
GO:0099106	GO:0099106	ion channel regulator activity	5/581	46/5111	0.612102577644875	0.999589270514269	0.938999667465367	KCNAB2/VAMP8/RRAD/ITPR1/STX7	5	go_mf
GO:0008168	GO:0008168	methyltransferase activity	7/581	65/5111	0.619515364369539	0.999589270514269	0.938999667465367	ICMT/HNMT/NOP2/FBL/FBLL1/RNMT/THUMPD3	7	go_mf
GO:0031406	GO:0031406	carboxylic acid binding	7/581	65/5111	0.619515364369539	0.999589270514269	0.938999667465367	FOLR2/CRABP2/CAD/P3H1/PTGDS/SHMT2/IGF2R	7	go_mf
GO:0000146	GO:0000146	microfilament motor activity	2/581	18/5111	0.623490651601993	0.999589270514269	0.938999667465367	MYO1F/MYO1B	2	go_mf
GO:0008083	GO:0008083	growth factor activity	2/581	18/5111	0.623490651601993	0.999589270514269	0.938999667465367	TYMP/MANF	2	go_mf
GO:0016706	GO:0016706	2-oxoglutarate-dependent dioxygenase activity	2/581	18/5111	0.623490651601993	0.999589270514269	0.938999667465367	P3H1/PHYHD1	2	go_mf
GO:0042054	GO:0042054	histone methyltransferase activity	2/581	18/5111	0.623490651601993	0.999589270514269	0.938999667465367	FBL/FBLL1	2	go_mf
GO:0140678	GO:0140678	molecular function inhibitor activity	2/581	18/5111	0.623490651601993	0.999589270514269	0.938999667465367	LYAR/ITPR1	2	go_mf
GO:0004674	GO:0004674	protein serine/threonine kinase activity	16/581	148/5111	0.625218586390726	0.999589270514269	0.938999667465367	GAK/STK10/DCLK1/AAK1/TOP1/TAOK3/EIF2AK2/CASK/MARK2/RPS6KA5/CDC42BPB/TNIK/DMPK/PRKDC/CIITA/PRKCA	16	go_mf
GO:0016811	GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	3/581	28/5111	0.632204815123565	0.999589270514269	0.938999667465367	MTA2/GLS/HDAC2	3	go_mf
GO:0019901	GO:0019901	protein kinase binding	27/581	249/5111	0.636315886554207	0.999589270514269	0.938999667465367	HCLS1/ARRB2/PDCD10/RAC2/TBL2/PTPRC/MVP/TRIM21/RCC2/IQGAP1/WARS1/PLCG2/RHOG/EZR/CSK/AP2A2/ELMO2/MSN/SRSF2/ACE/HNRNPA0/CLTC/RELA/KHDRBS1/AP1B1/ARHGEF7/TOP2B	27	go_mf
GO:0016247	GO:0016247	channel regulator activity	5/581	48/5111	0.65064429037758	0.999589270514269	0.938999667465367	KCNAB2/VAMP8/RRAD/ITPR1/STX7	5	go_mf
GO:0019838	GO:0019838	growth factor binding	5/581	48/5111	0.65064429037758	0.999589270514269	0.938999667465367	TRIM16/S100A13/GLG1/IGF2R/API5	5	go_mf
GO:0022843	GO:0022843	voltage-gated cation channel activity	2/581	19/5111	0.653442795142295	0.999589270514269	0.938999667465367	KCNAB2/HVCN1	2	go_mf
GO:0043621	GO:0043621	protein self-association	2/581	19/5111	0.653442795142295	0.999589270514269	0.938999667465367	CTSC/ABCD3	2	go_mf
GO:0048027	GO:0048027	mRNA 5'-UTR binding	2/581	19/5111	0.653442795142295	0.999589270514269	0.938999667465367	SHMT2/RSL1D1	2	go_mf
GO:0008276	GO:0008276	protein methyltransferase activity	3/581	29/5111	0.656359630008991	0.999589270514269	0.938999667465367	ICMT/FBL/FBLL1	3	go_mf
GO:0016407	GO:0016407	acetyltransferase activity	3/581	29/5111	0.656359630008991	0.999589270514269	0.938999667465367	NAT1/LPCAT2/ELP3	3	go_mf
GO:0016746	GO:0016746	acyltransferase activity	8/581	77/5111	0.661181534648508	0.999589270514269	0.938999667465367	NAT1/F13A1/LPCAT2/CPT1A/ELP3/LCLAT1/CIITA/PLA2G15	8	go_mf
GO:0051287	GO:0051287	NAD binding	4/581	39/5111	0.662221177925954	0.999589270514269	0.938999667465367	UGDH/ALDH1A3/ALDH1B1/GLUD1	4	go_mf
GO:0008234	GO:0008234	cysteine-type peptidase activity	7/581	68/5111	0.667721041791096	0.999589270514269	0.938999667465367	CTSC/CAPN5/LGMN/CASP7/CTSB/CASP3/PDIA3	7	go_mf
GO:0003924	GO:0003924	GTPase activity	16/581	153/5111	0.678987609787701	0.999589270514269	0.938999667465367	GBP1/RAB27A/RAC2/MX1/GBP2/TUBB6/RAB35/SEPTIN9/ARHGDIB/RHOT2/RAB8B/RHOG/RRAD/ARL2/ARF6/GNA13	16	go_mf
GO:0019205	GO:0019205	nucleobase-containing compound kinase activity	2/581	20/5111	0.681463944354024	0.999589270514269	0.938999667465367	CMPK2/CASK	2	go_mf
GO:0051539	GO:0051539	4 iron, 4 sulfur cluster binding	2/581	20/5111	0.681463944354024	0.999589270514269	0.938999667465367	CIAO3/ELP3	2	go_mf
GO:0051219	GO:0051219	phosphoprotein binding	4/581	40/5111	0.682095953593149	0.999589270514269	0.938999667465367	TBL2/PLCG2/THRAP3/IGF2R	4	go_mf
GO:0019207	GO:0019207	kinase regulator activity	7/581	70/5111	0.697685115027251	0.999589270514269	0.938999667465367	RAC2/IQGAP1/WARS1/TAOK3/MARK2/ELP3/CASP3	7	go_mf
