paste_into_igv_junction,seqnames,start,end,width,strand,gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,control_mean_psi,tdp43kd_mean_psi,a5ss,a3ss,es,num_junctions,num_exons,de_novo_junctions,lsv_junc,strand_start,transcript_id_start,exon_name_start,exon_rank_start,gene_id_start,strand_end,transcript_id_end,exon_name_end,exon_rank_end,gene_id_end,gene_id_junc,junc_in_ref,junc_cat,pathological_splicing
chr3:179701179-179706934,chr3,179701179,179706934,5756,+,USP13,ENSG00000058056.10,ENSG00000058056.10:s:179701008-179701179,0.369529954,1.00000,1.69E-20,0.033,0.388,TRUE,FALSE,FALSE,2,2,1,ENSG00000058056.10:s:179701008-179701179_179701179-179706934,+,ENST00000681128.1,ENSE00003912615.1,1,ENSG00000058056.10,+,ENST00000680408.1|ENST00000680587.1|ENST00000681064.1|ENST00000679350.1|ENST00000263966.8|ENST00000482333.5|ENST00000679749.1|ENST00000680008.1|ENST00000497380.1|ENST00000496897.5|ENST00000681642.1|ENST00000681128.1|ENST00000681299.1|ENST00000680276.1|ENST00000679694.1|ENST00000679783.1,ENSE00003912992.1|ENSE00003625312.1|ENSE00003569107.1|ENSE00003913252.1,10|5|2|3|4|1,ENSG00000288698.1|ENSG00000058056.10,ENSG00000058056.10|ENSG00000288698.1,TRUE,annotated,Y
chr3:183818111-183822316,chr3,183818111,183822316,4206,-,RP11-449K6.5,ENSG00000283765.1,ENSG00000283765.1:t:183817994-183818111,0.488310996,1.00000,3.33E-17,0.013,0.505,FALSE,FALSE,TRUE,3,4,0,ENSG00000283765.1:t:183817994-183818111_183818111-183822316,-,ENST00000639401.1|ENST00000318631.8|ENST00000431348.1,ENSE00003807286.1|ENSE00001278346.1,10|2,ENSG00000283765.1|ENSG00000180834.8,NA,NA,NA,NA,NA,ENSG00000283765.1|ENSG00000180834.8,FALSE,ambig_gene,Y
chr3:186104572-186105305,chr3,186104572,186105305,734,-,ETV5,ENSG00000244405.8,ENSG00000244405.8:s:186104926-186105355,0.383260455,1.00000,3.11E-19,0.003,0.399,FALSE,FALSE,TRUE,3,4,0,ENSG00000244405.8:s:186104926-186105355_186104572-186105305,NA,NA,NA,NA,NA,-,ENST00000306376.10|ENST00000434744.5|ENST00000472868.6|ENST00000440773.5|ENST00000421809.5|ENST00000413301.5|ENST00000422039.1|ENST00000476890.1,ENSE00003554517.1|ENSE00003653882.1,5|2,ENSG00000244405.8,ENSG00000244405.8,FALSE,novel_acceptor,Y
chr3:69302436-69306406,chr3,69302436,69306406,3971,-,FRMD4B,ENSG00000114541.15,ENSG00000114541.15:t:69302343-69302435,0.46955152,1.00000,6.79E-16,0.012,0.486,FALSE,FALSE,FALSE,2,2,0,ENSG00000114541.15:t:69302343-69302435_69302436-69306406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr3:69310517-69311263,chr3,69310517,69311263,747,-,FRMD4B,ENSG00000114541.15,ENSG00000114541.15:s:69311263-69311357,0.602273804,1.00000,2.31E-10,0.017,0.614,FALSE,FALSE,TRUE,2,3,1,ENSG00000114541.15:s:69311263-69311357_69310517-69311263,-,ENST00000497880.5,ENSE00001940260.1,5,ENSG00000114541.15,-,ENST00000398540.8|ENST00000470070.6|ENST00000473029.5|ENST00000460709.5|ENST00000473188.5|ENST00000459638.5|ENST00000462308.1|ENST00000497880.5,ENSE00003547599.1|ENSE00003470311.1,3|4,ENSG00000114541.15,ENSG00000114541.15,TRUE,annotated,Y
chr3:72763014-72792916,chr3,72763014,72792916,29903,-,SHQ1,ENSG00000144736.14,ENSG00000144736.14:s:72792916-72793036,0.259779789,1.00000,2.24E-22,0.001,0.283,FALSE,FALSE,TRUE,2,3,0,ENSG00000144736.14:s:72792916-72793036_72763014-72792916,NA,NA,NA,NA,NA,-,ENST00000468371.5|ENST00000325599.13|ENST00000444040.6|ENST00000463369.5,ENSE00003678950.1|ENSE00003493509.1,2|10,ENSG00000144736.14,ENSG00000144736.14,FALSE,novel_acceptor,Y
chr3:9468615-9470459,chr3,9468615,9470459,1845,+,SETD5,ENSG00000168137.19,ENSG00000168137.19:t:9470459-9470929,0.266224135,1.00000,2.39E-20,0.001,0.285,TRUE,FALSE,TRUE,5,4,0,ENSG00000168137.19:t:9470459-9470929_9468615-9470459,NA,NA,NA,NA,NA,+,ENST00000402198.7|ENST00000682536.1|ENST00000663774.1|ENST00000665872.1|ENST00000666307.1|ENST00000406341.5|ENST00000670063.1|ENST00000407969.5|ENST00000493918.5|ENST00000399686.6|ENST00000413704.5|ENST00000466242.5|ENST00000682236.1|ENST00000421188.1,ENSE00003493230.1|ENSE00003473880.1,19|20|22|21|24|18|23|17|15|10|9|6,ENSG00000168137.19,ENSG00000168137.19,FALSE,novel_donor,Y
chr4:77030970-77032457,chr4,77030970,77032457,1488,+,SEPTIN11,ENSG00000138758.12,ENSG00000138758.12:s:77030897-77032158,0.175720035,1.00000,1.19E-21,0.001,0.199,FALSE,TRUE,TRUE,8,7,0,ENSG00000138758.12:s:77030897-77032158_77030970-77032457,+,ENST00000264893.11|ENST00000505788.5|ENST00000512575.5|ENST00000510515.5|ENST00000506731.5|ENST00000502401.1|ENST00000513373.1|ENST00000513697.1,ENSE00003475950.1|ENSE00003532585.1|ENSE00002066448.1,9|3|11|2|1,ENSG00000138758.12,NA,NA,NA,NA,NA,ENSG00000138758.12,FALSE,novel_acceptor,Y
chr4:932540-951207,chr4,932540,951207,18668,+,TMEM175,ENSG00000127419.17,ENSG00000127419.17:t:951207-951259,0.305888635,1.00000,1.45E-21,0,0.324,FALSE,FALSE,TRUE,2,3,0,ENSG00000127419.17:t:951207-951259_932540-951207,+,ENST00000507319.5|ENST00000513952.5|ENST00000514453.5|ENST00000505734.1|ENST00000515492.5|ENST00000504744.5|ENST00000509508.5|ENST00000452360.6|ENST00000264771.9|ENST00000515876.5|ENST00000513682.5|ENST00000515740.5|ENST00000438836.6|ENST00000504505.1|ENST00000508204.5|ENST00000510493.5|ENST00000514546.5|ENST00000504850.1|ENST00000622959.3,ENSE00002038164.1|ENSE00002055037.1|ENSE00002019929.1|ENSE00001901793.2|ENSE00002070695.1|ENSE00002087448.1|ENSE00002053317.1|ENSE00002027194.1|ENSE00002072800.1|ENSE00002054718.1|ENSE00001351440.3|ENSE00002043847.1|ENSE00002074924.1|ENSE00002069790.1|ENSE00002085983.1|ENSE00002031060.1|ENSE00003759846.1,1,ENSG00000127419.17,+,ENST00000507319.5|ENST00000513952.5|ENST00000514453.5|ENST00000515492.5|ENST00000504744.5|ENST00000509508.5|ENST00000452360.6|ENST00000264771.9|ENST00000515876.5|ENST00000513682.5|ENST00000515740.5|ENST00000438836.6|ENST00000508204.5|ENST00000510493.5|ENST00000514546.5|ENST00000622959.3|ENST00000504180.5|ENST00000502513.1,ENSE00002051116.1|ENSE00003507706.1|ENSE00003611371.1,5|6|4|3|2,ENSG00000127419.17,ENSG00000127419.17,FALSE,novel_exon_skip,Y
chr4:932540-951207,chr4,932540,951207,18668,+,TMEM175,ENSG00000127419.17,ENSG00000127419.17:s:932387-932540,0.205982281,1.00000,6.96E-23,0,0.229,FALSE,FALSE,TRUE,3,4,0,ENSG00000127419.17:s:932387-932540_932540-951207,+,ENST00000507319.5|ENST00000513952.5|ENST00000514453.5|ENST00000505734.1|ENST00000515492.5|ENST00000504744.5|ENST00000509508.5|ENST00000452360.6|ENST00000264771.9|ENST00000515876.5|ENST00000513682.5|ENST00000515740.5|ENST00000438836.6|ENST00000504505.1|ENST00000508204.5|ENST00000510493.5|ENST00000514546.5|ENST00000504850.1|ENST00000622959.3,ENSE00002038164.1|ENSE00002055037.1|ENSE00002019929.1|ENSE00001901793.2|ENSE00002070695.1|ENSE00002087448.1|ENSE00002053317.1|ENSE00002027194.1|ENSE00002072800.1|ENSE00002054718.1|ENSE00001351440.3|ENSE00002043847.1|ENSE00002074924.1|ENSE00002069790.1|ENSE00002085983.1|ENSE00002031060.1|ENSE00003759846.1,1,ENSG00000127419.17,+,ENST00000507319.5|ENST00000513952.5|ENST00000514453.5|ENST00000515492.5|ENST00000504744.5|ENST00000509508.5|ENST00000452360.6|ENST00000264771.9|ENST00000515876.5|ENST00000513682.5|ENST00000515740.5|ENST00000438836.6|ENST00000508204.5|ENST00000510493.5|ENST00000514546.5|ENST00000622959.3|ENST00000504180.5|ENST00000502513.1,ENSE00002051116.1|ENSE00003507706.1|ENSE00003611371.1,5|6|4|3|2,ENSG00000127419.17,ENSG00000127419.17,FALSE,novel_exon_skip,Y
chr5:112266330-112267210,chr5,112266330,112267210,881,-,EPB41L4A,ENSG00000129595.14,ENSG00000129595.14:t:112266233-112266330,0.696944267,1.00000,0.00019262,0,0.706,FALSE,TRUE,TRUE,3,3,0,ENSG00000129595.14:t:112266233-112266330_112266330-112267210,-,ENST00000261486.6|ENST00000512395.5|ENST00000305368.8,ENSE00003475747.1|ENSE00003570224.1,5,ENSG00000129595.14,NA,NA,NA,NA,NA,ENSG00000129595.14,FALSE,novel_donor,Y
chr5:112267284-112275326,chr5,112267284,112275326,8043,-,EPB41L4A,ENSG00000129595.14,ENSG00000129595.14:s:112275239-112275404,0.767416569,1.00000,0.000194626,0.001,0.772,FALSE,FALSE,TRUE,2,3,0,ENSG00000129595.14:s:112275239-112275404_112267284-112275326,NA,NA,NA,NA,NA,-,ENST00000261486.6|ENST00000512395.5|ENST00000305368.8,ENSE00003628693.1|ENSE00003690997.1,4,ENSG00000129595.14,ENSG00000129595.14,FALSE,novel_acceptor,Y
chr5:115813258-115813898,chr5,115813258,115813898,641,-,CDO1,ENSG00000129596.5,ENSG00000129596.5:t:115813181-115813258,0.303224403,1.00000,1.16E-21,0.011,0.315,FALSE,FALSE,TRUE,3,4,1,ENSG00000129596.5:t:115813181-115813258_115813258-115813898,-,ENST00000250535.5|ENST00000502631.1|ENST00000504877.1|ENST00000504613.1,ENSE00003563075.1|ENSE00003649780.1|ENSE00002060366.1|ENSE00002022422.1,2|3,ENSG00000129596.5,-,ENST00000504613.1,ENSE00002053762.1,2,ENSG00000129596.5,ENSG00000129596.5,TRUE,annotated,Y
chr5:140801566-140806974,chr5,140801566,140806974,5409,-,AC005609.16,ENSG00000279726.2,ENSG00000279726.2:s:140806975-140807502,0.554407134,1.00000,6.19E-12,0.022,0.569,TRUE,FALSE,TRUE,4,3,0,ENSG00000279726.2:s:140806975-140807502_140801566-140806974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr5:140857648-140868879,chr5,140857648,140868879,11232,+,PCDHA5,ENSG00000204965.9,ENSG00000204965.9:s:140857378-140857647,0.380031303,1.00000,2.79E-18,0.015,0.389,FALSE,FALSE,FALSE,2,2,0,ENSG00000204965.9:s:140857378-140857647_140857648-140868879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr5:140857648-140868879,chr5,140857648,140868879,11232,+,PCDHA2,ENSG00000204969.7,ENSG00000204969.7:s:140857378-140857647,0.380031303,1.00000,2.79E-18,0.015,0.389,FALSE,FALSE,FALSE,2,2,0,ENSG00000204969.7:s:140857378-140857647_140857648-140868879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr5:140857648-140868879,chr5,140857648,140868879,11232,+,PCDHA4,ENSG00000204967.12,ENSG00000204967.12:s:140857378-140857647,0.380031303,1.00000,2.79E-18,0.015,0.389,FALSE,FALSE,FALSE,2,2,0,ENSG00000204967.12:s:140857378-140857647_140857648-140868879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr5:140857648-140868879,chr5,140857648,140868879,11232,+,PCDHA8,ENSG00000204962.6,ENSG00000204962.6:s:140857378-140857647,0.380031303,1.00000,2.79E-18,0.015,0.389,FALSE,FALSE,FALSE,2,2,0,ENSG00000204962.6:s:140857378-140857647_140857648-140868879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr5:140857648-140868879,chr5,140857648,140868879,11232,+,PCDHA7,ENSG00000204963.6,ENSG00000204963.6:s:140857378-140857647,0.380031303,1.00000,2.79E-18,0.015,0.389,FALSE,FALSE,FALSE,2,2,0,ENSG00000204963.6:s:140857378-140857647_140857648-140868879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr5:140857648-140868879,chr5,140857648,140868879,11232,+,PCDHA3,ENSG00000255408.4,ENSG00000255408.4:s:140857378-140857647,0.380031303,1.00000,2.79E-18,0.015,0.389,FALSE,FALSE,FALSE,2,2,0,ENSG00000255408.4:s:140857378-140857647_140857648-140868879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr5:140857648-140868879,chr5,140857648,140868879,11232,+,PCDHA1,ENSG00000204970.10,ENSG00000204970.10:s:140857378-140857647,0.380031303,1.00000,2.79E-18,0.015,0.389,FALSE,FALSE,FALSE,2,2,0,ENSG00000204970.10:s:140857378-140857647_140857648-140868879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr5:140857648-140868879,chr5,140857648,140868879,11232,+,PCDHA6,ENSG00000081842.18,ENSG00000081842.18:s:140857378-140857647,0.380031303,1.00000,2.79E-18,0.015,0.389,FALSE,FALSE,FALSE,2,2,0,ENSG00000081842.18:s:140857378-140857647_140857648-140868879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr5:140857648-140868879,chr5,140857648,140868879,11232,+,PCDHA9,ENSG00000204961.7,ENSG00000204961.7:s:140857378-140857647,0.380031303,1.00000,2.79E-18,0.015,0.389,FALSE,FALSE,FALSE,2,2,0,ENSG00000204961.7:s:140857378-140857647_140857648-140868879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr5:151786715-151787765,chr5,151786715,151787765,1051,+,G3BP1,ENSG00000145907.16,ENSG00000145907.16:s:151786572-151786715,0.499667561,1.00000,6.48E-13,0.031,0.515,FALSE,FALSE,TRUE,3,4,1,ENSG00000145907.16:s:151786572-151786715_151786715-151787765,+,ENST00000523519.5|ENST00000520578.6|ENST00000627077.2|ENST00000677408.1|ENST00000678976.1|ENST00000678070.1|ENST00000678925.1|ENST00000678964.1|ENST00000394123.7|ENST00000676978.1|ENST00000679289.1|ENST00000677493.1|ENST00000676644.1|ENST00000677757.1|ENST00000522761.6|ENST00000676827.1|ENST00000520177.6|ENST00000519832.1|ENST00000677602.1|ENST00000678854.1|ENST00000520006.2|ENST00000507878.7|ENST00000517947.5|ENST00000522367.6|ENST00000676813.1|ENST00000677105.1|ENST00000678101.1|ENST00000356245.8|ENST00000677381.1|ENST00000678646.1|ENST00000678904.1|ENST00000678369.1|ENST00000677284.1|ENST00000677369.1|ENST00000678564.1|ENST00000676894.1|ENST00000677323.1|ENST00000677923.1|ENST00000522666.1|ENST00000678153.1|ENST00000678209.1|ENST00000678027.1|ENST00000677126.1|ENST00000677146.1|ENST00000679057.1,ENSE00003480665.1|ENSE00001430852.1|ENSE00003484245.1|ENSE00003907693.1|ENSE00003909732.1|ENSE00003770989.1,2|3|1,ENSG00000145907.16,+,ENST00000676644.1|ENST00000677105.1|ENST00000678646.1|ENST00000678904.1|ENST00000677146.1,ENSE00003906317.1|ENSE00002031512.2,4|3,ENSG00000145907.16,ENSG00000145907.16,TRUE,annotated,
chr5:170353964-170451777,chr5,170353964,170451777,97814,+,KCNIP1,ENSG00000182132.14,ENSG00000182132.14:s:170353487-170353964,0.401703463,1.00000,8.88E-20,0.001,0.419,FALSE,FALSE,TRUE,3,4,0,ENSG00000182132.14:s:170353487-170353964_170353964-170451777,+,ENST00000518527.1|ENST00000377360.8|ENST00000517344.1,ENSE00003625980.1|ENSE00003682563.1|ENSE00001473693.2,1,ENSG00000182132.14,NA,NA,NA,NA,NA,ENSG00000182132.14,FALSE,novel_acceptor,Y
chr5:170504633-170669499,chr5,170504633,170669499,164867,+,KCNIP1,ENSG00000182132.14,ENSG00000182132.14:s:170504020-170504633,0.202137223,1.00000,6.53E-23,0.012,0.218,FALSE,FALSE,TRUE,3,4,1,ENSG00000182132.14:s:170504020-170504633_170504633-170669499,+,ENST00000328939.9|ENST00000390656.8|ENST00000520740.5|ENST00000411494.5|ENST00000434108.5,ENSE00001628615.2|ENSE00002310705.2|ENSE00002124703.1|ENSE00001321937.1,1,ENSG00000182132.14,+,ENST00000390656.8|ENST00000520740.5,ENSE00002105013.1,2,ENSG00000182132.14,ENSG00000182132.14,TRUE,annotated,Y
chr5:170669660-170718758,chr5,170669660,170718758,49099,+,KCNIP1,ENSG00000182132.14,ENSG00000182132.14:t:170718758-170718882,0.210783198,1.00000,7.67E-23,0.021,0.23,FALSE,FALSE,TRUE,4,5,1,ENSG00000182132.14:t:170718758-170718882_170669660-170718758,+,ENST00000390656.8|ENST00000520740.5,ENSE00002105013.1,2,ENSG00000182132.14,+,ENST00000377360.8|ENST00000328939.9|ENST00000390656.8|ENST00000520740.5|ENST00000411494.5|ENST00000434108.5|ENST00000636734.1|ENST00000616807.1,ENSE00003650445.1|ENSE00003640832.1,2|3,ENSG00000182132.14,ENSG00000182132.14,TRUE,annotated,Y
chr5:178776276-178785269,chr5,178776276,178785269,8994,-,AACSP1,ENSG00000250420.8,ENSG00000250420.8:t:178776142-178776276,0.279757976,1.00000,3.96E-22,0.003,0.304,FALSE,FALSE,TRUE,4,5,0,ENSG00000250420.8:t:178776142-178776276_178776276-178785269,-,ENST00000503486.6,ENSE00003494796.1,5,ENSG00000250420.8,NA,NA,NA,NA,NA,ENSG00000250420.8,FALSE,novel_donor,Y
chr6:152244656-152247823,chr6,152244656,152247823,3168,-,SYNE1,ENSG00000131018.25,ENSG00000131018.25:t:152244537-152244656,0.211080362,1.00000,7.67E-23,0,0.236,FALSE,FALSE,TRUE,2,3,0,ENSG00000131018.25:t:152244537-152244656_152244656-152247823,-,ENST00000423061.6|ENST00000367255.10|ENST00000409694.6|ENST00000367256.9,ENSE00003508452.1|ENSE00003584783.1,105|106|19|21,ENSG00000131018.25,NA,NA,NA,NA,NA,ENSG00000131018.25,FALSE,novel_donor,Y
chr6:8558643-8779887,chr6,8558643,8779887,221245,+,HULC,ENSG00000285219.2,ENSG00000285219.2:s:8558585-8558643,0.576907421,1.00000,1.08E-14,0.029,0.59,FALSE,TRUE,TRUE,4,4,1,ENSG00000285219.2:s:8558585-8558643_8558643-8779887,+,ENST00000644718.1|ENST00000644441.1|ENST00000647052.1|ENST00000646295.1|ENST00000643058.1|ENST00000643126.1|ENST00000645017.1|ENST00000643083.1|ENST00000647306.1|ENST00000646876.1|ENST00000647466.1|ENST00000644610.1|ENST00000643259.1|ENST00000642168.1|ENST00000645970.1|ENST00000644654.1|ENST00000644892.1|ENST00000643414.1|ENST00000643889.1|ENST00000646490.1|ENST00000644363.1|ENST00000645925.1|ENST00000645474.1|ENST00000644837.1|ENST00000645365.1|ENST00000644248.1|ENST00000642357.1|ENST00000643985.1|ENST00000645976.1|ENST00000643571.1|ENST00000642340.1|ENST00000642345.1|ENST00000646749.1|ENST00000646996.1|ENST00000645464.1|ENST00000645379.1|ENST00000642163.1|ENST00000643545.1|ENST00000643431.1|ENST00000643415.1|ENST00000645863.1|ENST00000647039.1|ENST00000644605.1|ENST00000646774.1|ENST00000646377.1|ENST00000643473.1|ENST00000645322.1|ENST00000646868.1,ENSE00003819794.1|ENSE00003830298.1,7|3|4|1,ENSG00000285216.1|ENSG00000285219.2,+,ENST00000643136.1|ENST00000647135.1|ENST00000645863.1,ENSE00003826509.1,3|4,ENSG00000285219.2,ENSG00000285216.1|ENSG00000285219.2,TRUE,annotated,Y
chr7:100650135-100650575,chr7,100650135,100650575,441,-,ACTL6B,ENSG00000077080.10,ENSG00000077080.10:t:100649961-100650135,0.636485166,1.00000,1.84E-05,0.001,0.635,FALSE,FALSE,TRUE,2,3,0,ENSG00000077080.10:t:100649961-100650135_100650135-100650575,-,ENST00000160382.10|ENST00000485601.5|ENST00000487225.5|ENST00000489904.1|ENST00000461605.1,ENSE00003593746.1|ENSE00003594297.1|ENSE00001837506.1|ENSE00001856058.1,5|4|3,ENSG00000077080.10,NA,NA,NA,NA,NA,ENSG00000077080.10,FALSE,novel_donor,Y
chr7:100650643-100655019,chr7,100650643,100655019,4377,-,ACTL6B,ENSG00000077080.10,ENSG00000077080.10:s:100655019-100655119,0.440986721,1.00000,3.29E-16,0,0.455,FALSE,TRUE,TRUE,3,3,0,ENSG00000077080.10:s:100655019-100655119_100650643-100655019,NA,NA,NA,NA,NA,-,ENST00000160382.10|ENST00000485601.5|ENST00000487225.5|ENST00000489904.1|ENST00000461605.1,ENSE00003470495.1|ENSE00003551009.1,4|3|2,ENSG00000077080.10,ENSG00000077080.10,FALSE,novel_acceptor,Y
chr7:123684580-123692347,chr7,123684580,123692347,7768,-,WASL,ENSG00000106299.8,ENSG00000106299.8:t:123681943-123684580,0.418375988,1.00000,1.90E-16,0,0.437,TRUE,FALSE,TRUE,4,3,0,ENSG00000106299.8:t:123681943-123684580_123684580-123692347,-,ENST00000223023.5,ENSE00001188527.6,11,ENSG00000106299.8,-,ENST00000223023.5,ENSE00002488854.1,9,ENSG00000106299.8,ENSG00000106299.8,FALSE,novel_exon_skip,Y
chr7:123684580-123692347,chr7,123684580,123692347,7768,-,WASL,ENSG00000106299.8,ENSG00000106299.8:s:123692347-123692867,0.400124753,1.00000,5.36E-17,0,0.414,FALSE,FALSE,TRUE,3,3,0,ENSG00000106299.8:s:123692347-123692867_123684580-123692347,-,ENST00000223023.5,ENSE00001188527.6,11,ENSG00000106299.8,-,ENST00000223023.5,ENSE00002488854.1,9,ENSG00000106299.8,ENSG00000106299.8,FALSE,novel_exon_skip,Y
chr7:158040550-158081298,chr7,158040550,158081298,40749,-,PTPRN2,ENSG00000155093.19,ENSG00000155093.19:s:158081298-158081377,0.248409061,1.00000,1.69E-22,0,0.264,FALSE,FALSE,TRUE,2,3,0,ENSG00000155093.19:s:158081298-158081377_158040550-158081298,NA,NA,NA,NA,NA,-,ENST00000389413.7|ENST00000409483.5|ENST00000389418.9|ENST00000389416.8,ENSE00001319507.1,10|11,ENSG00000155093.19,ENSG00000155093.19,FALSE,novel_acceptor,Y
chr7:2559217-2564878,chr7,2559217,2564878,5662,+,IQCE,ENSG00000106012.18,ENSG00000106012.18:s:2558972-2559217,0.521694701,1.00000,7.23E-12,0.001,0.537,FALSE,FALSE,TRUE,6,7,0,ENSG00000106012.18:s:2558972-2559217_2559217-2564878,+,ENST00000623361.3|ENST00000402050.7|ENST00000415271.6|ENST00000470731.5|ENST00000438376.6|ENST00000325997.13|ENST00000476665.5|ENST00000404984.5|ENST00000611775.4,ENSE00003757002.1|ENSE00001268250.6|ENSE00001709579.1|ENSE00001896544.1|ENSE00001870435.1|ENSE00001559039.2|ENSE00001952912.1|ENSE00003726686.1|ENSE00003733481.1,1,ENSG00000106012.18,NA,NA,NA,NA,NA,ENSG00000106012.18,FALSE,novel_acceptor,Y
chr7:2565071-2567116,chr7,2565071,2567116,2046,+,IQCE,ENSG00000106012.18,ENSG00000106012.18:t:2567116-2567163,0.791206243,1.00000,0.000196933,0,0.798,FALSE,FALSE,TRUE,2,3,0,ENSG00000106012.18:t:2567116-2567163_2565071-2567116,NA,NA,NA,NA,NA,+,ENST00000402050.7|ENST00000415271.6|ENST00000470731.5|ENST00000476665.5|ENST00000422276.3,ENSE00003673968.1|ENSE00003468227.1,2,ENSG00000106012.18,ENSG00000106012.18,FALSE,novel_donor,Y
chr7:44220901-44222117,chr7,44220901,44222117,1217,-,CAMK2B,ENSG00000058404.20,ENSG00000058404.20:t:44220826-44220953,0.225933742,1.00000,5.89E-21,0.001,0.251,FALSE,FALSE,TRUE,6,6,0,ENSG00000058404.20:t:44220826-44220953_44220901-44222117,-,ENST00000350811.7|ENST00000457475.5|ENST00000395749.7|ENST00000523845.5|ENST00000425809.5|ENST00000440254.6|ENST00000358707.7|ENST00000353625.8|ENST00000497584.5|ENST00000489429.5|ENST00000353185.7|ENST00000258682.10|ENST00000346990.8|ENST00000347193.8|ENST00000395747.6,ENSE00003467097.1|ENSE00003685725.1|ENSE00003665892.1,18|17|21|16|2|15|3|13,ENSG00000058404.20,NA,NA,NA,NA,NA,ENSG00000058404.20,FALSE,novel_donor,Y
chr7:44230633-44231005,chr7,44230633,44231005,373,-,CAMK2B,ENSG00000058404.20,ENSG00000058404.20:s:44231006-44231054,0.272016803,1.00000,2.92E-20,0.04,0.292,FALSE,TRUE,TRUE,7,6,0,ENSG00000058404.20:s:44231006-44231054_44230633-44231005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr7:44254607-44258490,chr7,44254607,44258490,3884,-,CAMK2B,ENSG00000058404.20,ENSG00000058404.20:t:44254542-44254607,0.351949555,1.00000,1.51E-20,0,0.371,FALSE,FALSE,TRUE,2,3,0,ENSG00000058404.20:t:44254542-44254607_44254607-44258490,-,ENST00000350811.7|ENST00000457475.5|ENST00000395749.7|ENST00000440254.6|ENST00000358707.7|ENST00000353625.8|ENST00000497584.5|ENST00000353185.7|ENST00000258682.10|ENST00000346990.8|ENST00000347193.8|ENST00000395747.6|ENST00000497127.5|ENST00000495819.5|ENST00000415369.5|ENST00000424197.5|ENST00000484972.5|ENST00000421607.1|ENST00000462128.5|ENST00000470984.5,ENSE00003493389.1|ENSE00003611612.1,5|3|4,ENSG00000058404.20,NA,NA,NA,NA,NA,ENSG00000058404.20,FALSE,novel_donor,Y
chr7:44258610-44258872,chr7,44258610,44258872,263,-,CAMK2B,ENSG00000058404.20,ENSG00000058404.20:s:44258872-44258926,0.297880325,1.00000,8.75E-22,0,0.319,FALSE,TRUE,TRUE,3,3,0,ENSG00000058404.20:s:44258872-44258926_44258610-44258872,NA,NA,NA,NA,NA,-,ENST00000350811.7|ENST00000457475.5|ENST00000395749.7|ENST00000440254.6|ENST00000358707.7|ENST00000353625.8|ENST00000497584.5|ENST00000353185.7|ENST00000258682.10|ENST00000346990.8|ENST00000347193.8|ENST00000395747.6|ENST00000497127.5|ENST00000495819.5|ENST00000415369.5|ENST00000424197.5|ENST00000484972.5|ENST00000421607.1|ENST00000462128.5|ENST00000470984.5,ENSE00003639508.1|ENSE00003584402.1,4|2|3,ENSG00000058404.20,ENSG00000058404.20,FALSE,novel_acceptor,Y
chr7:45622743-45625299,chr7,45622743,45625299,2557,+,ADCY1,ENSG00000164742.16,ENSG00000164742.16:s:45622632-45622743,0.395286868,1.00000,6.91E-19,0,0.409,FALSE,FALSE,TRUE,2,3,0,ENSG00000164742.16:s:45622632-45622743_45622743-45625299,+,ENST00000432715.5|ENST00000297323.12|ENST00000621543.1,ENSE00001138866.1,5|4,ENSG00000164742.16,NA,NA,NA,NA,NA,ENSG00000164742.16,FALSE,novel_acceptor,Y
chr7:45728313-45735607,chr7,45728313,45735607,7295,-,SEPTIN7P2,ENSG00000214765.8,ENSG00000214765.8:t:45727827-45728313,0.213128392,1.00000,7.99E-23,0.007,0.239,FALSE,FALSE,TRUE,3,4,0,ENSG00000214765.8:t:45727827-45728313_45728313-45735607,-,ENST00000429741.5|ENST00000338231.7|ENST00000428414.5|ENST00000413357.1|ENST00000413875.5,ENSE00003515295.1|ENSE00001758485.1,11|8|2|5,ENSG00000214765.8,NA,NA,NA,NA,NA,ENSG00000214765.8,FALSE,novel_donor,Y
